Occurrences,Gloss,readability (rounded average),lemma,pos
2,tragicness,5,مأسوية,noun
2,family_ties;kinship,5,ماتة,noun
2,exposed_(by_not_wearing_a_veil),4,متبرج,noun
2,spiced;stuffed,3,متبل,noun
2,holding;occupying;acceding_(throne),4,متبوئ,noun
2,imperative;absolutely_necessary,4,متحتم,adj
2,connoisseur;person_of_taste,4,متذوق,noun
2,well-bred;well-mannered,3,متربي,adj
2,province;jurisdiction,5,متصرفي,noun
2,difficult;adverse,4,متعسر,adj
2,dolt;simpleton,5,متغفل,adj
2,intermittent,5,متفتر,adj
2,agglomerated;forming_blocs,4,متكتل,adj
2,prognosticator;fortuneteller,4,متكهن,noun
2,well-to-do,4,متيسر,noun
2,flank;wing_(mil.),5,مجنبة,noun
2,pointed;tapered,4,مدبب,adj
2,pounder;clapper,5,مدقة,noun
2,bloody,4,مدمى,adj
2,watering_can,4,مرشة,noun
2,embellished;flowery;decorated,4,مزوق,noun
2,lubricated;oiled,3,مزيت,adj
2,fat,4,مسمن,noun
2,vaulted;convex;arched,5,مسنم,noun
2,cogwheel,4,مسننة,noun
2,cracked,2,مشقق,noun
2,appetizer;aperitif,4,مشهي,noun
2,withered,5,مصوح,adj
2,compress;bandage,4,مضمدة,noun
2,archbishopric;archdiocese,5,مطرانية,noun
2,expand;stretch,3,مطط,verb
2,adventure,5,مطوحة,noun
2,ulcerous;festering,4,مقرح,adj
2,peeled;skinned,1,مقشر,adj
2,distillates,5,مقطرات,noun
2,strengthened;reinforced,3,مقوى,adj
2,tonic;cordial,3,مقويات,noun
2,calcified,5,مكلس,noun
2,hot_compress;warm_bandage,5,مكمدة,noun
2,mined;booby-trapped;(car)_bomb,4,ملغم,adj
2,monarchic_rule;royalty,4,ملوكية,noun
2,gratefulness,5,ممنونية,noun
2,fly_swatter,5,منشة,noun
2,hanging_loosely,5,مهدل,adj
2,reprimanding;rebuking,4,موبخ,adj
2,deride;insult,5,نبز,verb
2,narcissism,5,نرجسية,noun
2,purify;clarify,3,نقى,verb
2,numismatic;coin,5,نمي,adj
2,appoint_as_deputy;deputize,5,نوب,verb
2,squeamish;fastidious,5,نيق,noun
2,spell,4,هجى,verb
2,existentialism,5,وجودية,noun
2,prevention;protection,4,وقائية,noun
1,burden;make_difficult,5,آد,verb
1,nitrogenous,4,آزوتي,adj
1,tribe;companions,5,أبلة,noun
1,be_silent,5,أبلم,verb
1,astonish;startle,5,أبهت,verb
1,herpetic,5,أبهق,noun
1,billy_goat,5,أتيس,noun
1,form_a_sediment,5,أثفل,verb
1,mutilated,5,أجدع,noun
1,larger;more_corpulent,4,أجسم,adj_comp
1,bald,5,أجلح,noun
1,malaria,5,أجمية,noun
1,frown;be_gloomy,5,أجهم,verb
1,stench,5,أجون,noun
1,burning;blazing,4,أجيج,noun
1,unilateralism;unilaterism,3,أحادية,noun
1,be_ripe,4,أحصد,verb
1,make_inaccessible;fortify,4,أحصن,verb
1,more/most_prudent;judicious;sensible,4,أحوط,adj_comp
1,be_humble,5,أخبت,verb
1,eschatological,5,أخروي,adj
1,day_blind;weak-sighted,5,أخفش,noun
1,barn;stable,5,أخور,noun
1,functional;performance-related,4,أدائي,adj
1,insert;embody,5,أدغم,verb
1,trample;degrade,5,أذال,verb
1,make_wilt;make_dry,5,أذوى,verb
1,puppet;puppeteer,2,أراجوز,noun
1,argon,5,أرجون,noun
1,slate;board,5,أردواز,noun
1,arch-,5,أرشي,noun
1,survey;mark;delimit,5,أرف,verb
1,variegated;multicolored,5,أرقش,noun
1,rabbit-related;rabbit-like,5,أرنبي,noun
1,lay_foundations;make_firm/stable,5,أرهص,verb
1,deposit_in_pledge;give_as_a_security,5,أرهن,verb
1,be_narrow,5,أزق,verb
1,eternity,4,أزلية,noun
1,asbestos,5,أسبست,noun
1,travel_by_night;make_travel,4,أسرى,verb
1,asphalt,4,أسفلتي,adj
1,doorstep;window_sill,5,أسكفة,noun
1,azure;sky-blue,5,أسمانجوني,adj
1,exponential,5,أسية,noun
1,acetylene,5,أسيتيلين,noun
1,chase_away,4,أشرد,verb
1,gloat;rejoice_maliciously,5,أشمت,verb
1,more/most_chic,3,أشيك,adj_comp
1,rusty;oxidized,5,أصدأ,adj
1,be_noisy;clamor,4,أضج,verb
1,deaf,3,أطرش,adj
1,give_a_wedding_feast,5,أعرس,verb
1,overburden,5,أعسف,verb
1,sticky-eyed;having_ophthalmia,4,أعمش,noun
1,more/most_difficult;more/most_recondite,4,أعوص,adj_comp
1,decrepit;handicapped,5,أعوه,noun
1,attain,5,أغرض,verb
1,be_thorny,5,أغز,verb
1,suffocate;asphyxiate;drown,4,أغص,verb
1,produce;yield,5,أغل,verb
1,captious_questions,5,أغلوطة,noun
1,bushy;dense,5,أغين,adj
1,torment;distress,4,أفجع,verb
1,teach,4,أفقه,verb
1,loftier/loftiest,5,أفوح,adj_comp
1,placard;poster,5,أفيش,noun
1,lie;untruth,5,أفيكة,noun
1,stamp_the_time/date,4,أقت,verb
1,be_rainless,5,أقحط,verb
1,disperse;scatter,5,أقشع,verb
1,acclimatize,5,أقلم,verb
1,have_no_appetite,5,أقهى,verb
1,packsaddle,5,أكاف,noun
1,gangrenous,5,أكالي,adj
1,dingy,5,أكدر,adj
1,oxidize;rust,4,أكسد,verb
1,born_blind,5,أكمه,noun
1,lisper,5,ألثغ,noun
1,speak_ungrammatically;mispronounce,5,ألحن,verb
1,paste_on;stick_on,4,ألزق,verb
1,red-lipped,5,ألعس,noun
1,cleverness;shrewdness,5,ألمعية,noun
1,aloe,5,ألوة,noun
1,divinity,5,ألوهة,noun
1,twist;bend;curve,4,ألوى,verb
1,more/most_glorious/distinguished,4,أمجد,adj_comp
1,be_barren;be_overdue,5,أمحل,verb
1,tender;flexible,5,أملد,noun
1,hairless,5,أملط,noun
1,pre-eminent;superior,4,أنبغ,adj_comp
1,museum,5,أنتيكخانة,noun
1,pollute;contaminate,4,أنجس,verb
1,incite;arouse,5,أنخى,verb
1,procreate,5,أنسل,verb
1,be_made_sleepy;be_put_to_sleep,4,أنعس,verb
1,give_in_marriage;marry_off,4,أنكح,verb
1,anemone,5,أنمون,noun
1,expose_to_looting;surrender_as_booty,5,أنهب,verb
1,old_clothes,5,أهدام,noun
1,having_long_lashes,5,أهدب,noun
1,crane_the_neck,5,أهطع,verb
1,penitent,4,أواب,noun
1,blazing_thirst,5,أواري,adj
1,thirst,5,أوام,noun
1,make_jump,4,أوثب,verb
1,agitate;disturb,5,أوجف,verb
1,ridicule,5,أوز,verb
1,be_supported;be_strengthened,5,أوزر,verb
1,load;freight;levy,5,أوسق,verb
1,prayer;oration,5,أوشية,noun
1,take_entirely;insert,5,أوعب,verb
1,present;give_as_a_gift,4,أوهب,verb
1,low-lying;depressed,5,أوهد,noun
1,ion,4,أيوني,adj
1,leukemia,5,ٱبيضاض,noun
1,be_girded,5,ٱحتزم,verb
1,humped;kyphosis,5,ٱحديداب,noun
1,be_cross-eyed;squint,4,ٱحول,verb
1,amble;trot,5,ٱختب,verb
1,be_circumcised,5,ٱختتن,verb
1,be_rude;be_uncivil,4,ٱخشوشن,verb
1,become_green,3,ٱخضر,verb
1,remember,5,ٱدكر,verb
1,be_near;approach,4,ٱدنى,verb
1,regression;return_to_an_older_form,4,ٱرتجاع,noun
1,reactionary,4,ٱرتجاعي,adj
1,unplanned_procedure;improvised_procedure,5,ٱرتجالية,noun
1,thunder;roar;declaim_rajaz_poetry,5,ٱرتجز,verb
1,benefit;take_advantage,5,ٱرتفق,verb
1,being_consumed_by_sorrow,5,ٱرتماض,noun
1,flatter,5,ٱزدلف,verb
1,be_double;be_in_pairs,4,ٱزدوج,verb
1,ask_to_come;induce_to_come,5,ٱستأتى,verb
1,request_postponement;seek_a_reprieve,4,ٱستأجل,verb
1,demand;claim,5,ٱستأدى,verb
1,seize_control,5,ٱستأسد,verb
1,attempt_to_befriend,5,ٱستألف,verb
1,hesitate;wait,5,ٱستأنى,verb
1,eradication;extermination,4,ٱستئصالي,adj
1,bargain;haggle,5,ٱستام,verb
1,clarification;explanation,4,ٱستبانة,noun
1,insight;psychology,4,ٱستبصار,noun
1,resulting_in;making_follow,5,ٱستتباع,noun
1,be_great;be_exalted,5,ٱستجل,verb
1,flare_up;be_heated,4,ٱستحر,verb
1,try_to_ward_off,5,ٱستدفع,verb
1,be_wolflike;be_lupine,4,ٱستذأب,verb
1,take_refuge,5,ٱستذرى,verb
1,view_as_despicable,4,ٱسترذل,verb
1,self-support,4,ٱسترزاق,noun
1,ventilation;respiration,5,ٱسترواح,noun
1,concubinage,5,ٱستسرار,noun
1,light;illuminate,5,ٱستصبح,verb
1,approval;sanction,5,ٱستصواب,noun
1,deem_unusual;be_unique,5,ٱستطرف,verb
1,appreciate;consider_pleasant,4,ٱستطيب,verb
1,metaphorical;figurative,4,ٱستعاري,adj
1,astonishment;amazement,3,ٱستعجاب,noun
1,hold_dear;appreciate,5,ٱستعز,verb
1,seek_refuge;resort_to,4,ٱستعصم,verb
1,propitiatory,4,ٱستعطافي,adj
1,exact_a_pledge,4,ٱستعهد,verb
1,hide,4,ٱستغشى,verb
1,regard_as_expensive,3,ٱستغلى,verb
1,eat;swallow,5,ٱستف,verb
1,polling;questionnaire;survey,4,ٱستفتائي,adj
1,beginning;opening,4,ٱستفتاح,noun
1,find_impure;find_filthy,4,ٱستقذر,verb
1,study;investigate,4,ٱستقرأ,verb
1,request_a_loan,4,ٱستقرض,verb
1,metabolism;metabolizing,5,ٱستقلاب,noun
1,metabolic,5,ٱستقلابي,adj
1,confide_in,4,ٱستكتم,verb
1,annexation,5,ٱستلحاق,noun
1,"poll;sample_(views,_opinions)",5,ٱستمزج,verb
1,petition_for_a_grant,5,ٱستمنح,verb
1,escape;be_delivered,4,ٱستنجى,verb
1,deem_proper;sanction;condone,5,ٱستنسب,verb
1,be_aquiline,5,ٱستنسر,verb
1,smell;inhale,5,ٱستنشى,verb
1,interrogational;questioning,5,ٱستنطاقي,adj
1,wait_for;anticipate,5,ٱستنظر,verb
1,utilize,3,ٱستنفع,verb
1,spend;waste,5,ٱستنفق,verb
1,"condemning,_repudiating",4,ٱستنكاري,adj
1,introductory;opening;initial,4,ٱستهلالي,adj
1,make_flutter,5,ٱستوجف,verb
1,consult,5,ٱستوصف,verb
1,be_prepared;be_alert;be_in_suspense,5,ٱستوفز,verb
1,be_easy;be_successful,4,ٱستيسر,verb
1,legislation;law_making,5,ٱشتراع,noun
1,complaint;recrimination,4,ٱشتكاء,noun
1,be_of_fair_complexion;be_blond,4,ٱشقر,verb
1,wrestling;struggle,5,ٱصطراع,noun
1,burning,5,ٱصطلاء,noun
1,aggressive;hostile,4,ٱعتدائي,adj
1,trace_ancestry,5,ٱعتزى,verb
1,patrol_by_night;make_nocturnal_rounds,5,ٱعتس,verb
1,do_haphazardly;deviate;coerce,5,ٱعتسف,verb
1,difficulty;intractability,5,ٱعتياص,noun
1,migratory;emigration,4,ٱغترابي,adj
1,disparage,5,ٱغتمز,verb
1,getting_rich,4,ٱغتناء,noun
1,defloration,5,ٱفتضاض,noun
1,measure;imitate,4,ٱقتاس,verb
1,consider;weigh,5,ٱقتدح,verb
1,be_able_to;be_capable_of,4,ٱقتدر,verb
1,compel;constrain;subjugate,5,ٱقتسر,verb
1,be_dark-colored;be_blackish,5,ٱقتم,verb
1,be_muddy;be_murky,5,ٱلتاث,verb
1,be_covered;be_veiled,4,ٱلتثم,verb
1,be_connected;be_joined;adhere,5,ٱلتز,verb
1,doubt,5,ٱمترى,verb
1,adsorb;accumulate_on_the_surface,5,ٱمتز,verb
1,be_annihilated;perish,4,ٱمحق,verb
1,be_settled;be_twisted,4,ٱنبرم,verb
1,crack;burst,4,ٱنبعج,verb
1,be_astonished,5,ٱنبهت,verb
1,take_refuge_with;have_recourse_to,5,ٱنتجع,verb
1,be_subverted;be_overthrown,5,ٱنثل,verb
1,be_mended;be_restored,4,ٱنجبر,verb
1,escape;turn_away,5,ٱنحاص,verb
1,deviationist,4,ٱنحرافي,adj
1,break;crash,4,ٱنحطم,verb
1,be_torn;be_broken,4,ٱنخرق,verb
1,sink,4,ٱنخسف,verb
1,be_stepped_on;be_crushed;be_run_over,4,ٱنداس,verb
1,be_buried;be_hidden,3,ٱندفن,verb
1,be_driven_back;be_restrained;be_rebuked,5,ٱنزجر,verb
1,slide;glide;ski,4,ٱنزلج,verb
1,hide,5,ٱنسرب,verb
1,be_spread_out;be_supine,4,ٱنسطح,verb
1,renegade;dissenting,4,ٱنشقاقي,adj
1,be_paralyzed;be_immobilized;be_neutralized,3,ٱنشل,verb
1,be_dismayed,5,ٱنصرع,verb
1,be_stunned;be_thunderstruck,4,ٱنصعق,verb
1,be_smooth;be_polished;be_refined,4,ٱنصقل,verb
1,be_disciplined;be_regulated;be_adjusted,4,ٱنضبط,verb
1,rise;soar,5,ٱنطاد,verb
1,be_wronged,3,ٱنظلم,verb
1,get_rid_of,4,ٱنعتق,verb
1,isolationism,4,ٱنعزالية,noun
1,be_compressed;be_squeezed,3,ٱنعصر,verb
1,turnaround;spin,4,ٱنعطافة,noun
1,penetrate;be_inserted,4,ٱنغرز,verb
1,be_deceived;be_duped,3,ٱنغش,verb
1,be_torn_apart;be_rent,3,ٱنفتق,verb
1,ampleness;expansion,4,ٱنفساح,noun
1,be_spoiled;be_corrupted,4,ٱنفسد,verb
1,excitability;impressionability,4,ٱنفعالية,noun
1,be_broken;be_cracked,5,ٱنقاض,verb
1,systolic;contracting,5,ٱنقباضي,adj
1,fall,4,ٱنهوى,verb
1,shock;tremor,4,ٱهتزازي,adj
1,bundle;administration,5,إبالة,noun
1,golden,5,إبريزي,adj
1,silk,5,إبريسم,noun
1,epistemological,5,إبستيمولوجي,adj
1,optical,4,إبصاري,adj
1,abortive,5,إجهاضي,adj
1,integrity;chastity,5,إحصان,noun
1,being_humble,5,إخبات,noun
1,mass_poverty,5,إدقاع,noun
1,sharpening,5,إرهاف,noun
1,florescence,3,إزهار,noun
1,brocade,4,إستبرق,noun
1,of/from_Istanbul,4,إسطانبولي,noun
1,stool,5,إسكملة,noun
1,raise;increase,4,إصعاد,noun
1,misleading;deception,4,إضلال,noun
1,capability,5,إطاقة,noun
1,demonstrative;exhibitionist,4,إظهاري,adj
1,darkening;clouding,4,إعتام,noun
1,wedding_feast,5,إعراس,noun
1,making_read,4,إقراء,noun
1,disability,4,إقعاد,noun
1,desolateness;devastation;depopulation,4,إقفار,noun
1,express,4,إكسبريس,noun
1,directing,4,إلفات,noun
1,electron,4,إلكترون,noun
1,alembic;retort,5,إنبيق,noun
1,mechanism,5,إوالة,noun
1,pantomimic;gesturing,4,إيمائي,adj
1,ripening;mellowing,5,إيناع,noun
1,falcons,5,بأز,noun
1,pupil;source,2,بؤبؤ,noun
1,trifling;minuscule,4,باخس,adj
1,chief_engineer,1,باشمهندس,noun
1,concrete,5,باطون,noun
1,packets,2,باكو,noun
1,depart;conflict,5,باين,verb
1,tiger,5,ببر,noun
1,garnet,5,بجادي,adj
1,scholar;researcher,4,بحاث,noun
1,kerchief;veil,5,بخنق,noun
1,beginning;start,4,بدأة,noun
1,rhetorical,4,بديعي,adj
1,slovenliness;squalor,5,بذاذة,noun
1,birjas_(equestrian_joust),5,برجاس,noun
1,pleurisy_(lung_inflammation),5,برسام,noun
1,talk_nonsense,4,برطم,verb
1,glass_jar,3,برطمان,noun
1,bribe,5,برطيل,noun
1,buds;blossoms,3,برعوم,noun
1,bronze,4,برنز,verb
1,propane,5,بروبان,noun
1,trumpeter;bugler,5,بروجي,adj
1,germination;sprouting,5,بروض,noun
1,proletarian,5,بروليتاري,adj
1,proletariat,5,بروليتاريا,noun
1,cloth_trade,5,بزازة,noun
1,spitting,4,بزق,noun
1,puncture;paracentesis,5,بزل,noun
1,basbousah_(semolina_cake),1,بسبوسة,noun
1,spades,5,بستوني,noun
1,be_tall;excel,5,بسق,verb
1,"say_""bismillah""_(in_the_name_of_God,_the_Merciful,_the_Compassionate)",3,بسمل,verb
1,scowling;frowning,5,بسور,noun
1,fire_irons,5,بشكور,noun
1,ugly;repugnant,5,بشيع,adj
1,bulbous;onion-like,4,بصلي,adj
1,imprint;stamp,3,بصم,verb
1,gluttony,5,بطنة,noun
1,wide_valley;plain,5,بطيحة,noun
1,scattering;squandering,3,بعزقة,noun
1,sudden;unexpected,4,بغتي,adj
1,prattle;chatter,4,بقبق,verb
1,pharynx,3,بلعوم,noun
1,anchovy;sailing_barge,5,بلم,noun
1,please!,2,بليز,noun
1,penalty_(shot),5,بنالتي,noun
1,benzol;benzene,5,بنزول,noun
1,puncture;flat,3,بنشر,noun
1,crucible;melting_pot,5,بودقة,noun
1,bousfeir;bigarade;bitter_orange,5,بوصفير,noun
1,ice-cream_(Levant),3,بوظة,noun
1,boulevard,5,بولفار,noun
1,infantry,5,بيادة,noun
1,plantation;grove,4,بيارة,noun
1,veterinary,4,بيطرة,noun
1,urine,5,بيلة,noun
1,perpetuation;immortalization,4,تأبيد,noun
1,stammering;stuttering,3,تأتأة,noun
1,efficacious;inductive,4,تأثيري,adj
1,sin;offense,4,تأثيم,noun
1,visa,4,تأشيري,adj
1,affirmative;confirmatory,4,تأكيدي,adj
1,become_German;be_Germanized,5,تألمن,verb
1,inherited;time-honored,5,تالد,noun
1,feign_stupidity,4,تبالد,verb
1,take_bribes;be_corrupted,5,تبرطل,verb
1,gemmation;budding;blossoming,4,تبرعم,noun
1,justifying;extenuating,4,تبريري,adj
1,banishment,5,تبعيد,noun
1,be_Bolshevized,5,تبلشف,verb
1,tile-laying;paving,4,تبليط,noun
1,be_insulted;be_in_disarray,3,تبهدل,verb
1,deviate;incline,5,تجانف,verb
1,military_detachment;expeditionary_force,5,تجريدة,noun
1,freezing;bookbinding,2,تجليد,noun
1,endeavor;strive,5,تحاول,verb
1,lower;under;base,2,تحتاني,adj
1,ban;interdiction,5,تحجير,noun
1,forestation,5,تحريج,noun
1,taking_into_custody,5,تحريز,noun
1,wrapping;packing;fastening_(with_a_belt),4,تحزيم,noun
1,ornamental;cosmetic,4,تحسيني,noun
1,compassion;affection,5,تحنان,noun
1,dance;caper,5,تحنجل,verb
1,become_sour;ferment,5,تخ,verb
1,be_malicious;feel_embarrassed,4,تخابث,verb
1,embrace;dance,5,تخاصر,verb
1,quarrel,2,تخانق,verb
1,be_jolted;be_rocked;be_shaken,5,تخضخض,verb
1,hide,3,تدارى,verb
1,conquest;subjugation,4,تدويخ,noun
1,atomization,5,تذرية,noun
1,be_pressed_together;be_compacted,4,تراص,verb
1,kick_each_other;scuffle,4,ترافس,verb
1,be_superimposed,4,تراكب,verb
1,transistor,5,ترانزستر,noun
1,welcoming,3,ترحيبي,adj
1,be_full,5,ترع,verb
1,turtledove,5,ترغل,noun
1,citron,5,ترنج,noun
1,title;heading;caption,5,ترويسة,noun
1,breakfast,3,ترويقة,noun
1,be_comrades;be_companions,5,تزامل,verb
1,laying_of_asphalt;asphalting,4,تزفيت,noun
1,exchange_insults,4,تساب,verb
1,form_a_sequence,5,تساوق,verb
1,causation,4,تسبيب,noun
1,stewing,4,تسبيك,noun
1,stacking;storage,5,تستيف,noun
1,become_ruler;become_sultan,4,تسلطن,verb
1,fertilizing,3,تسميد,noun
1,teething,3,تسنين,noun
1,quarrel;feud,4,تشاحن,verb
1,be_turned_upside_down;be_upset,2,تشقلب,verb
1,hand_clapping,5,تصدية,noun
1,grimace;pouting,5,تصعير,noun
1,crossing;intersecting,4,تصليب,noun
1,corrective,4,تصويبي,adj
1,transfer;cession,5,تصيير,noun
1,be_Italianized,5,تطلين,verb
1,be_pacified;be_assuaged,3,تطمأن,verb
1,beatification,5,تطويب,noun
1,feign_limping,5,تعارج,verb
1,supportive;cooperative,4,تعاضدي,adj
1,successive;alternating,4,تعاقبي,adj
1,arousing_admiration,5,تعجيب,noun
1,ferry_service;shuttle,5,تعدية,noun
1,wedding_feast,5,تعريس,noun
1,increasing_tenfold,5,تعشير,noun
1,coupling;transmission,5,تعشيق,noun
1,effacement;obliteration,5,تعفية,noun
1,dusting;sprinkling,5,تعفير,noun
1,general,4,تعميمي,adj
1,be_excessive;overdo,4,تغالى,verb
1,drowning;sinking;inundation,4,تغريق,noun
1,be_arrogant,4,تغطرس,verb
1,speak_eloquently,5,تفاصح,verb
1,spittoon,5,تفافة,noun
1,brightning;clarifying;making_clear,3,تفتيح,noun
1,carbonization;carburetion,4,تفحيم,noun
1,flattening,5,تفرطح,noun
1,crack;pop;burst,3,تفرقع,verb
1,amusement,4,تفريح,noun
1,derivation;ramification;shunting,4,تفريع,noun
1,specimen,5,تفسرة,noun
1,affront;stigmatization,5,تفضيح,noun
1,bankruptcy;insolvency,3,تفليسة,noun
1,triviality;insignificance,5,تفه,noun
1,exchange,5,تقارض,verb
1,despise;scorn,5,تقال,verb
1,offers;bids;services,4,تقديمات,noun
1,laudatory,5,تقريظي,adj
1,stunting_or_curtailing_the_growth_(of),4,تقزيم,noun
1,solo_piece,4,تقسيمة,noun
1,be_haughty,5,تكابر,verb
1,tick,3,تكتك,verb
1,agglomeration;bloc_formation,5,تكتيل,noun
1,treatment_with_kohl,4,تكحيل,noun
1,of/from_Tikrit,4,تكريتي,noun
1,dressing;clothing,5,تكسي,noun
1,technical,5,تكنيكي,adj
1,exchange_insults,5,تلاحى,verb
1,inherited;time-honored,5,تلاد,noun
1,blame_each_other,4,تلاوم,verb
1,hardships;adversities,5,تلتلة,noun
1,hills;streams,5,تلعة,noun
1,flicker;shimmer,5,تلعلع,verb
1,telex,5,تلكس,noun
1,be_pupil;be_apprentice,4,تلمذ,verb
1,distraction;amusement,4,تلهية,noun
1,quarrel_with_each_other,4,تمارى,verb
1,tobacco,5,تمباك,noun
1,following_(as_a_disciple),5,تمذهب,noun
1,rinse;gargle,2,تمضمض,verb
1,fake;false,4,تمويهي,adj
1,assist_each_other,4,تناصر,verb
1,be_ignorant_of;feign_ignorance_of,5,تناكر,verb
1,tobacco,5,تنباك,noun
1,upholstering,4,تنجيد,noun
1,implementation;effectuation;accomplishment,5,تنجيز,noun
1,weakening;emaciation,3,تنحيف,noun
1,be_nimble;revive,5,تنشنش,verb
1,theoretical,4,تنظيري,noun
1,pampering;coddling;effemination,4,تنعيم,noun
1,numbering;numeration,4,تنمير,noun
1,encourage_each_other,4,تهاتف,verb
1,stemmer;stutter,3,تهته,verb
1,spelling,2,تهجية,noun
1,be_shameless;be_impudent,4,تواقح,verb
1,whisper,3,توشوش,verb
1,satisfaction;fulfillment,5,توفية,noun
1,bronze,5,تونج,noun
1,typhoid,5,تيفود,noun
1,typhus,5,تيفوس,noun
1,yawning;fatigue,5,ثؤباء,noun
1,yawn,5,ثئب,verb
1,va'_(Arabic_letter),1,ثاء,noun
1,scribble;doodle,5,ثبج,verb
1,broth,5,ثريد,noun
1,peel_off;side,5,جحف,verb
1,horses,4,جحوش,noun
1,again;once_more,5,جذعة,noun
1,have_leprosy,5,جذم,verb
1,jerboa,4,جربوع,noun
1,tag;label,5,جزازة,noun
1,abundance,5,جزالة,noun
1,body,5,جسدان,noun
1,drop_manure,5,جعر,verb
1,piece-work,5,جعلي,adj
1,farm;state_land,5,جفتلك,noun
1,vision;revelation,5,جليان,noun
1,shrimp,4,جمبري,noun
1,amethyst,5,جمشت,noun
1,funeral,5,جناز,noun
1,harpist,5,جنكي,noun
1,sob,5,جهشة,noun
1,glove,2,جوانتي,noun
1,of/from_Giza,5,جيزاوي,noun
1,cadaverous,5,جيفي,noun
1,gelati;ice_cream,2,جيلاتي,noun
1,geopolitics,5,جيوسياسة,noun
1,original_state;beginning,5,حافرة,noun
1,edema;dropsy,5,حبن,noun
1,gift,5,حبوة,noun
1,particle;granule,3,حبيبة,noun
1,leaping;skipping,5,حجلان,noun
1,volumetric,4,حجمي,noun
1,cut;hew,5,حذى,verb
1,plowman,4,حراث,noun
1,pungency;spicy,5,حرافة,noun
1,forest-related;forestry,5,حرجي,adj
1,lizards,5,حرذون,noun
1,women's;harem-related,2,حريمي,adj
1,bashful;shy,5,حشيم,adj
1,become_clear;be_manifest;come_to_light,4,حصحص,verb
1,price_reduction,5,حطيطة,noun
1,scoop_up,5,حفن,verb
1,excavated;dug,5,حفير,noun
1,narrator,4,حكاء,noun
1,cotton_ginner,5,حلاج,noun
1,asafetida,5,حلتيت,noun
1,throat;gullet,3,حلقوم,noun
1,ginning;ginned,5,حليج,noun
1,neighing,5,حمحمة,noun
1,obstacle;partition,5,حوال,noun
1,bosom;breast,5,حواني,noun
1,turn;turning,4,حودة,noun
1,possessory;tenurial,5,حوزي,adj
1,blister;vesicle,5,حويصل,noun
1,deviation;digression,5,حيدان,noun
1,befriend;be_sociable_with,5,خادن,verb
1,cruiser;patrol,5,خافرة,noun
1,betray;deceive,5,ختر,verb
1,premature_babies;preemies,5,خديج,noun
1,out_of_order;broken,1,خربان,noun
1,disorder;confusion,3,خربطة,noun
1,perforate,5,خرت,verb
1,rhinoceros,3,خرتيت,noun
1,guess;estimate;lie,5,خرص,verb
1,castor-oil_plant,4,خروع,noun
1,potter;chinaware_dealer,5,خزاف,noun
1,look_askance;glance_sidelong,5,خزر,verb
1,rip;hole,4,خزق,noun
1,cut_off;hinder;restrain,5,خزل,verb
1,string;thread,5,خزم,verb
1,treasury;coffer;vault,4,خزين,noun
1,vermin;insects,5,خشاش,noun
1,compote,3,خشاف,noun
1,nose;mouth,3,خشم,noun
1,baskets,5,خصفة,noun
1,greens;herbs,4,خضارة,noun
1,abundant;generous,5,خضرم,noun
1,moist,5,خضل,noun
1,oscillation;vibration,5,خطران,noun
1,pumice_stone,5,خفان,noun
1,doubt;scruple,5,خلاج,noun
1,trouble;preoccupy,5,خلج,verb
1,caldron;boiler,5,خلقين,noun
1,pure;loyal;sincere,5,خليص,adj
1,empty;hungry,5,خميص,adj
1,soft;effeminate,5,خنث,adj
1,schoolmaster;teacher,5,خوجة,noun
1,impale;corner,4,خوزق,verb
1,tent_maker,4,خيام,noun
1,break,5,خيس,noun
1,floor_cloth;sack,3,خيشة,noun
1,be_pampered;be_spoiled,5,داخى,verb
1,lewd;immoral,5,داعر,adj
1,defraud;deceive,5,دالس,verb
1,ricochet,5,دالف,noun
1,checkers,5,داما,noun
1,lacework,4,دانتيل,noun
1,walk_slowly,5,دج,verb
1,be_murky;stay;be_domesticated,5,دجن,verb
1,spread_out;level;flatten,5,دحا,verb
1,tobacconist,5,دخاخني,adj
1,smoke;incense,5,دخنة,noun
1,sediment;dregs,5,دردي,adj
1,tubercular;tuberculous,5,درني,adj
1,fattiness;greasiness,4,دسامة,noun
1,pushing;shoving,5,دسر,noun
1,rubbish;trash,5,دشت,noun
1,porridge,5,دشيش,noun
1,joking;jolly;funny,4,دعب,adj
1,demagoguery,5,دمغجة,noun
1,be_vile;be_despicable,4,دنأ,verb
1,buzzing;humming;droning,5,دنين,noun
1,brimful,5,دهاق,noun
1,double;substitute,5,دوبلير,noun
1,duro_coin,5,دورو,noun
1,din;hubbub;noise,4,دوكة,noun
1,rudder;helm,5,دومان,noun
1,dialectics,5,ديالكتيك,noun
1,dialog,4,ديالوج,noun
1,monastic;monk,5,ديراني,adj
1,thicket;forest,5,ديسة,noun
1,swing;dangle,4,ذبذب,verb
1,create;sow;seed,4,ذرأ,verb
1,bird_droppings;bird_excrement,5,ذرق,noun
1,riffraff,5,ذلاذل,noun
1,eloquent;fluent,4,ذلق,noun
1,high-class;exclusive,5,ذواتي,adj
1,These_[masc],5,ذين,pron_dem
1,roll;flicker_(eyes),5,رأرأ,verb
1,repair;mend,5,رأم,verb
1,be_chief,4,رؤس,verb
1,show_mercy;have_pity,4,رؤف,verb
1,radar,4,راداري,adj
1,radio,4,راديوي,adj
1,frightening;terrible,4,راعب,adj
